scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,reference,variety,ireland,1612,839,773,False,0.0646322,calibration,0.47908,0.450784,0.511871,0.51462,0.001192,0.005959,0.053635,0.92238,0.957309,0.979301,0.488213,0.491196,0.520471,0.510174,0.418355,0.459725,-0.017785,-0.04184,0.343886,0.271867,3.669721,44.839488,,,,,
finetuning,reference,variety,levantine,2608,1288,1320,False,0.09286678,calibration,0.488927,0.457922,0.520853,0.486486,0.0,0.01087,0.044255,0.915152,0.959091,0.990152,0.5,0.4952,0.506135,0.471831,0.104037,0.170483,-0.015406,-0.022146,0.338935,0.250863,3.419052,37.667437,,,,,
finetuning,reference,variety,maghrebi,2687,1388,1299,False,0.1909903,calibration,0.520653,0.487783,0.549068,0.540427,0.002882,0.018012,0.072767,0.886066,0.945343,0.988453,0.493115,0.508329,0.516561,0.618182,0.048991,0.090788,0.042014,0.041305,0.323077,0.236137,3.15275,34.13862,,,,,
finetuning,reference,variety,mexico,1554,793,761,False,-0.03897423,calibration,0.518988,0.486679,0.55407,0.537925,0.008827,0.015132,0.074401,0.88042,0.943495,0.989488,0.509009,0.499004,0.510296,0.509791,0.984868,0.671828,-0.008428,0.037975,0.323945,0.241795,3.412665,33.280697,,,,,
finetuning,reference,variety,new zealand,1667,814,853,False,0.06443733,calibration,0.51185,0.478582,0.53854,0.503407,0.001229,0.009828,0.061425,0.910903,0.966002,0.988277,0.518896,0.516498,0.511698,0.509063,0.414005,0.45664,0.033709,0.0237,0.327508,0.240468,3.805022,48.679697,,,,,
finetuning,reference,variety,peru,1455,747,708,False,0.12258396,calibration,0.548395,0.50367,0.568962,0.550219,0.004016,0.016064,0.056225,0.878531,0.929379,0.988701,0.489347,0.501166,0.513402,0.523256,0.060241,0.108043,0.004941,0.09679,0.309251,0.216454,3.516838,37.69898,,,,,
finetuning,reference,variety,portugal,4737,2350,2387,False,0.04597302,calibration,0.518768,0.490569,0.53985,0.521174,0.002979,0.018723,0.073191,0.898199,0.940092,0.984499,0.50855,0.510086,0.503905,0.503333,0.706809,0.587965,0.02194,0.037536,0.323983,0.240448,3.548708,37.771166,,,,,
finetuning,reference,variety,spain,1621,789,832,False,0.07650186,calibration,0.52496,0.489944,0.561508,0.509957,0.001267,0.015209,0.054499,0.890625,0.941106,0.983173,0.519432,0.511741,0.513263,0.514706,0.2218,0.310009,0.028829,0.04992,0.320957,0.231339,3.472021,35.084689,,,,,
finetuning,reference,variety,united states,1802,914,888,False,-0.00677309,calibration,0.520035,0.485781,0.545875,0.53981,0.006565,0.019694,0.059081,0.912162,0.957207,0.989865,0.500555,0.494621,0.507214,0.504263,0.905908,0.647887,-0.01891,0.04007,0.323405,0.234601,3.657154,43.821432,,,,,
finetuning,reference,variety,venezuela,1568,763,805,False,0.03285297,calibration,0.509996,0.485665,0.534571,0.519784,0.006553,0.026212,0.08519,0.906832,0.941615,0.986335,0.496173,0.499504,0.513393,0.48621,0.623853,0.546498,-0.001023,0.019991,0.328442,0.248246,3.322945,31.904361,,,,,
